author,publised_at,updated_at,like_count,text,Sentiment
@guysnolives2645,2024-05-06T23:49:10Z,2024-05-06T23:49:10Z,0,MORE BEHZ HOSTING PLS ❤❤❤❤,1
@Gemini-233,2024-05-06T23:48:52Z,2024-05-06T23:48:52Z,0,"This was amazing <a href=""http://www.youtube.com/results?search_query=%23getwellsoonethan"">#getwellsoonethan</a> what a banger of a video also this was funny to watch too one of my favourite YouTubers",1
@firtythive,2024-05-06T23:47:16Z,2024-05-06T23:47:16Z,0,Christianity Tobi - &quot;Wallahi&quot;,0
@Thefakegeraffe,2024-05-06T23:45:31Z,2024-05-06T23:45:31Z,4,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=783"">13:03</a> A rare Tobi and harry bromance moment",1
@guccigang0243,2024-05-06T23:41:49Z,2024-05-06T23:41:49Z,2,Like how vikstar headache has gone soon as he gets in the good side 😤 just can’t stand being on bad side so he throws a hissy fit,1
@green84ig,2024-05-06T23:41:06Z,2024-05-06T23:41:06Z,0,I felt for Ethan’s every moment of breathlessness which I notice at the race track … having asthma myself inhaler not working meant a chest infection which is a scary moment …. Asthma is no joke,-1
@jdj8168,2024-05-06T23:39:52Z,2024-05-06T23:39:52Z,1,Toff is so cute and cool,1
@idontevengame1,2024-05-06T23:39:32Z,2024-05-06T23:39:32Z,0,Don&#39;t drink unpasteurized milk,0
@usernameheda,2024-05-06T23:36:56Z,2024-05-06T23:36:56Z,0,"when harry landed on ethans shin I literally had tears rolling down my face, haven&#39;t laughed like that in ages",1
@WiquoPiobn,2024-05-06T23:36:38Z,2024-05-06T23:36:38Z,0,"1:103:16 With the way he rants at JJ, Tobi is acting like a real mother and son.",1
@user-dx6ot8rf7l,2024-05-06T23:36:30Z,2024-05-06T23:36:30Z,0,YESSS SWINDON,0
@rahulvij696,2024-05-06T23:36:08Z,2024-05-06T23:36:08Z,0,Glad you’re okay Ethan. I know how an asthma attack feels like.,1
@TheRage07,2024-05-06T23:35:28Z,2024-05-06T23:35:28Z,0,"Challenge put JJ on the bad team &amp; Vik on the good team, failed",-1
@peushsharma2910,2024-05-06T23:34:54Z,2024-05-06T23:34:54Z,1,vik is anoying time to time,0
@ciaran3675,2024-05-06T23:32:21Z,2024-05-06T23:32:21Z,0,"Nice meat strips <a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=2291"">38:11</a>",1
@Ka1hal,2024-05-06T23:31:28Z,2024-05-06T23:31:28Z,0,"Very well done Behz, amazing video. Good vibes all the way through, even JJ in the cheap team. Lovely lovely content, had a lot of fun watching it",1
@RoamzBro,2024-05-06T23:30:56Z,2024-05-06T23:30:56Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=1078"">17:58</a> JJ looks wham af in that",0
@Wthele,2024-05-06T23:30:31Z,2024-05-06T23:30:51Z,1,"Anyone know the name of the classical music played at <a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=2125"">35:25</a> is called?",0
@n0cturnal982,2024-05-06T23:30:28Z,2024-05-06T23:30:28Z,0,"wow incredible Behz, really good video even with the shortcoming would of been even better if you were able to stay and host it all but nonetheless amazing job good entertaining vid",1
@Void517,2024-05-06T23:28:47Z,2024-05-06T23:28:47Z,1,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=2030"">33:50</a> 🤣🤣",0
@drakoentertainment8972,2024-05-06T23:25:54Z,2024-05-06T23:25:54Z,1,Is Josh a Tool fan or does he just have vicariously in his vocabulary??,0
@chupapi2456,2024-05-06T23:25:39Z,2024-05-06T23:25:39Z,0,Vikk and now Ethan? Damn Hope yall are better now!,1
@dvdtjeeh,2024-05-06T23:24:52Z,2024-05-06T23:25:06Z,0,What an amazing twist! Also really loving Vikk&#39;s Hexagon (Don Diablo) jacket. Good taste in music Vikk!,1
@skaterodriguez2882,2024-05-06T23:22:36Z,2024-05-06T23:22:36Z,0,“If it makes you feel better we just milked a cow” 😭😭😂😂😂😂,1
@chrisdsilva5887,2024-05-06T23:21:29Z,2024-05-06T23:21:29Z,0,"VIkkstar down now Ethan, Sidemen is done for",-1
@jamieeverett6469,2024-05-06T23:19:46Z,2024-05-06T23:19:46Z,1,"The moment they read out “made in Chelsea, I believe she is known.” I genuinely said to myself “they surely didn’t get Astrid wett on here!!”",1
@acrxoyth7703,2024-05-06T23:17:17Z,2024-05-06T23:17:17Z,0,what addition does vik make in this video he is just complaining even in the good team its really annoying,-1
@maddoxthediehardbillsfan,2024-05-06T23:15:11Z,2024-05-06T23:15:11Z,1,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=1578"">26:18</a> what is that coming out of the gorilla&#39;s arm 🫨",0
@HarrySRL-,2024-05-06T23:15:00Z,2024-05-06T23:15:00Z,1,“If it Cheers you up we milked a cow”,-1
@frogobyeee7362,2024-05-06T23:14:24Z,2024-05-06T23:14:24Z,0,how did they not notice ethan wasn&#39;t doing okay??,1
@karimalaa723,2024-05-06T23:14:09Z,2024-05-06T23:14:09Z,0,Get well soon Ethan,0
@noobcool2096,2024-05-06T23:13:44Z,2024-05-06T23:13:44Z,0,Nah this video nice,1
@user-ql1ht,2024-05-06T23:11:34Z,2024-05-06T23:11:34Z,1,Bro ethan we love u i was scared the whole video that something is gonna happen to u thank god u are good know ❤❤,1
@jaircamera5445,2024-05-06T23:09:18Z,2024-05-06T23:09:18Z,2,"Harry, Jj, Tobi, and Ethan are way more entertaining to watch than the rest of the lot 😂😭",1
@SgtMum-xk1yr,2024-05-06T23:09:08Z,2024-05-06T23:09:08Z,0,"Nah man, but the guilt Toby must have been feeling for the rest of the journey for not following his gut and pulling over. Proper friend he is",0
@tacos5249,2024-05-06T23:06:26Z,2024-05-06T23:06:26Z,0,Ethan. You absolute king! This video was a banger. We look forward to the next one you get to host! Perhaps it’ll be more jam packed. I truly love these videos as we get to see the boys be themselves. It’s very nice. Cheers behz!,1
@jeffhufana2389,2024-05-06T23:00:42Z,2024-05-06T23:00:42Z,0,"Vik should host of these type and put JJ, Tobi and Josh in the bad team for as long as he got into the bad team",-1
@JuanCito4223,2024-05-06T22:59:51Z,2024-05-06T22:59:51Z,0,Behz is my inspiration for life from fat to fit. I hope my weight loss journey is as good as his! Hope all is well my GOAT!,1
@rebeccadandy5701,2024-05-06T22:59:16Z,2024-05-06T22:59:16Z,0,Harry: ‘have you come to fart in my face as well?’<br>Tobi: ‘no I’ve come to snuggle’<br>Really shows the difference between tobi and JJ 😂,0
@furygstation2595,2024-05-06T22:58:00Z,2024-05-06T22:58:00Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4944"">1:22:24</a>   spooky stuff",0
@Richard-tf,2024-05-06T22:57:27Z,2024-05-06T22:57:27Z,0,Harry: I won 63 dollars 😁<br>3 mins later<br>Also Harry: I’ve lost it all 😦,0
@Harsha-ig1hs,2024-05-06T22:57:02Z,2024-05-06T22:57:02Z,0,Do you guys pick the team and put vik on the bad side or does vik start on bad team by default?!,-1
@victormawanda6322,2024-05-06T22:56:48Z,2024-05-06T22:56:48Z,0,"Do you guys know that despite you having to reach a certain destination, the vehicle you were in wasn&#39;t a prison cell. You could have stopped and gotten out to have fresh air instead of putting life at risk with an asthma attack! 😔 Hope you get better soon.",1
@DonHefe,2024-05-06T22:56:32Z,2024-05-06T22:56:49Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=1073"">17:53</a> tobi a sl*ve owner",0
@noemoshere1686,2024-05-06T22:53:55Z,2024-05-06T22:53:55Z,1,"Harry’s trousers despawning at <a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=6450"">1:47:30</a> 💀",0
@themoisty,2024-05-06T22:53:15Z,2024-05-06T22:53:15Z,1,Next time go to Plymouth. Good place,1
@UnboundGodz,2024-05-06T22:52:24Z,2024-05-06T22:52:24Z,2,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=5430"">1:30:30</a> Yet he touched his face right after violating that cow! LMFAO",1
@dylanfonseca4581,2024-05-06T22:52:12Z,2024-05-06T22:52:12Z,0,Great to see Simon and his dad flying an airplane together. What a great father son relationship they have.,1
@Chaz-mi9,2024-05-06T22:51:52Z,2024-05-06T22:51:52Z,0,JJ screaming out the window saying what ever the person is driving is hilarious,1
@imanshafeeu4418,2024-05-06T22:51:32Z,2024-05-06T22:51:32Z,0,had a panic attack watching ethan suffer. Stay strong 💪🏽,1
@ibrahimbasamh2204,2024-05-06T22:51:00Z,2024-05-06T22:51:00Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4875"">1:21:15</a>  broski violating himself",0
@user-ir3vi4wc6j,2024-05-06T22:49:36Z,2024-05-06T22:49:36Z,0,Why does Simon turn into a dweeb when he gets Luxury,0
@KAIXEDITZz,2024-05-06T22:49:01Z,2024-05-06T22:49:01Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4955"">1:22:35</a> is it just me or is the draw moving on its own",1
@zie8250,2024-05-06T22:47:23Z,2024-05-06T22:47:23Z,0,lol vik at the begging 😂,1
@Thony9_,2024-05-06T22:46:55Z,2024-05-06T22:46:55Z,0,Ksi was ksiing this video 😂,0
@MoBeChillen,2024-05-06T22:45:58Z,2024-05-06T22:45:58Z,0,Beta squad did the same thing at the same time💀💀,0
@cartloverr,2024-05-06T22:45:19Z,2024-05-06T22:45:19Z,0,why always vik 😔,0
@NotGinger07,2024-05-06T22:44:39Z,2024-05-06T22:44:39Z,0,"Ethan W,",0
@mumble_jumble5087,2024-05-06T22:44:35Z,2024-05-06T22:44:35Z,0,So they can get in massive trouble   The Bedford caravan is marked as white on the dvla website <br>Last v5 issued 30th April 2024 so a week ago   Tax ran out the day before that v5 was issued on the 29th  so massive illegal thing they’ve done with the Bedford caravan   Tax is still due,-1
@lorax2995,2024-05-06T22:43:32Z,2024-05-06T22:43:32Z,0,That change twist was fiiiiire!,0
@CHAOTIX1013,2024-05-06T22:40:22Z,2024-05-06T22:40:22Z,0,Jj is BIIIIIIIIIG,0
@saharaanamin6219,2024-05-06T22:39:17Z,2024-05-06T22:39:17Z,0,Does anyone know what website or App Harry was using to play poker and roulette with Tobi in the end. I really want to know. Thanks,1
@frankybbbb,2024-05-06T22:39:10Z,2024-05-06T22:39:10Z,0,I laughed out loud when JJ got out of the car and the light was green 😂😂😂😂,1
@finleyfitzpatrick7793,2024-05-06T22:37:31Z,2024-05-06T22:37:31Z,0,harry dancing 😂😂 he&#39;s so autistic,-1
@ian.valdez457,2024-05-06T22:36:19Z,2024-05-06T22:36:19Z,1,career stats from vik is underrated  imagine someone actually counted spankings😭,0
@TheeElderChief,2024-05-06T22:34:44Z,2024-05-06T22:34:44Z,0,I swear I&#39;ve never seen Zerkaa in the good team 😂😂😂😂😂,1
@SAMEEDEE56,2024-05-06T22:34:34Z,2024-05-06T22:34:52Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=5843"">1:37:23</a> This is actually the funniest thing I&#39;ve seen all year 😆",0
@akashgrewal7138,2024-05-06T22:33:49Z,2024-05-06T22:33:49Z,0,They should coach a football team,0
@hemitheos1,2024-05-06T22:33:20Z,2024-05-06T22:33:20Z,0,there should be a competition on who should be in the &quot;good team&quot;,0
@kimlouise8538,2024-05-06T22:30:37Z,2024-05-06T22:30:37Z,1,I feel for Ethan ❤ glad ur feeling better.,1
@lc4s2,2024-05-06T22:29:50Z,2024-05-06T22:29:50Z,0,"Ethans laugh just fit the view of the van lmao <a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=82"">1:22</a> 🤣😭",1
@BSG99,2024-05-06T22:28:02Z,2024-05-06T22:28:02Z,0,Love Wookey Hole,1
@gregstacey7195,2024-05-06T22:27:49Z,2024-05-06T22:27:49Z,0,Fun fact I rode an uncontrollable mobility scooter down the hill at wookey hole luckily some one managed to stop me before I hit the barrier by the car park,1
@LBSports,2024-05-06T22:25:37Z,2024-05-06T22:25:37Z,0,Behz needs a couple good team experiences soon,1
@andrewbuckman,2024-05-06T22:22:10Z,2024-05-06T22:22:10Z,0,"Love you, Behz ❤️",1
@akumaakabane5276,2024-05-06T22:21:32Z,2024-05-06T22:21:32Z,0,Behz is such a gracious host no other host would make the bad team breakfast and spend the whole time with them,-1
@jasvir472998,2024-05-06T22:20:27Z,2024-05-06T22:20:27Z,1,thats not the first bird tobi took a shot at 😂,1
@sanaullahasmi637,2024-05-06T22:19:23Z,2024-05-06T22:19:23Z,1,W for Ethan❤❤❤,0
@ibrahimabujarad4153,2024-05-06T22:19:20Z,2024-05-06T22:19:20Z,0,Thanks for the great video,1
@cyanide9996,2024-05-06T22:18:57Z,2024-05-06T22:18:57Z,0,"Omg, JJ actually being confused about refueling the car made me angry somehow, i really hope he just did it as a joke 😭",-1
@LBSports,2024-05-06T22:17:18Z,2024-05-06T22:17:18Z,0,Feel better behz,1
@gyttow1619,2024-05-06T22:16:43Z,2024-05-06T22:16:43Z,3,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=2922"">48:42</a> The way JJ said that i couldn&#39;t stop laughting  , even the camera man started laughting :DD",0
@delphic8119,2024-05-06T22:14:16Z,2024-05-06T22:14:16Z,0,Taking turns on a cow is crazy,-1
@calebchilly,2024-05-06T22:13:37Z,2024-05-06T22:13:37Z,0,Such a great vid! Can’t believe you guys came down to Cornwall! And literally pasted my house! Just insane to think about!,-1
@chaboter1059,2024-05-06T22:11:50Z,2024-05-06T22:11:50Z,0,the stylist was way to much into ksi,1
@cherryfizzer4076,2024-05-06T22:09:15Z,2024-05-06T22:09:15Z,0,The sidemen driving through cullompton was not on my 2024 bingo card,0
@TheDiamondbob101,2024-05-06T22:07:29Z,2024-05-06T22:07:29Z,2,genuinely one of my fave vids this year,1
@Jordan_ramsay17,2024-05-06T22:07:27Z,2024-05-06T22:07:27Z,0,I knew he would say it was sick after he jumped out plane called it man 😂,-1
@KingGelo9,2024-05-06T22:07:08Z,2024-05-06T22:07:08Z,0,one of my favorites from this year &lt;3,0
@stinker4338,2024-05-06T22:03:22Z,2024-05-06T22:03:22Z,0,“Well if it cheers you up we milked a cow” 😭😭🤣 I’m sorry,-1
@rhysbussell4861,2024-05-06T22:03:14Z,2024-05-06T22:03:14Z,0,I wanna see a poker/roulette related video,0
@Savage_curry03,2024-05-06T22:02:28Z,2024-05-06T22:02:28Z,0,Ethan! Thank you for pulling through and staying with the bad team. Thank god you are okay! Hope you are doing better. You still smashed it for this video.,1
@oopsieorange7133,2024-05-06T22:00:54Z,2024-05-06T22:00:54Z,1,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=6118"">1:41:58</a> damn this music brings me back to when I would watch a YouTuber called iSorrowproductions",0
@ryanthompson538,2024-05-06T22:00:38Z,2024-05-06T22:00:38Z,0,josh reading that card like an auctioneer,0
@helium1468,2024-05-06T22:00:07Z,2024-05-06T22:00:07Z,0,"&quot;Bro, just breathe.&quot;<br>-W2S (2024)",0
@ryancole16,2024-05-06T21:59:35Z,2024-05-06T21:59:35Z,1,Viks heart isn’t in it anymore. Fair enough he’s ill but he’s seemed out of it on so many videos recently,1
@Daddydan-badboi,2024-05-06T21:59:08Z,2024-05-06T21:59:08Z,3,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=718"">11:58</a> tobys smile fading is fvking funny",1
@Zeus-mh3kw,2024-05-06T21:58:09Z,2024-05-06T21:58:09Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4458"">1:14:18</a> Vikk looks like MFDOOM",0
@mahbubrahman5087,2024-05-06T21:57:56Z,2024-05-06T21:57:56Z,0,Is bhez drinking Shani,0
@Nick-nz3st,2024-05-06T21:57:55Z,2024-05-06T21:57:55Z,2,Ethan you did amazing! loved the video and the voice over. Great fcking video!,1
@LimitedNations123,2024-05-06T21:57:38Z,2024-05-06T21:57:38Z,0,ksi is dumb man wants to blow up a petrol station.,-1
@dylangrosvenor9034,2024-05-06T21:55:52Z,2024-05-06T21:55:52Z,0,"Viks attitude bro, ruined the first half. Stopped watching when they swapped, seems like hes just to posh at this point cant appreciate his roots fr 🙁",1
@gauthamullal8847,2024-05-06T21:54:23Z,2024-05-06T21:54:23Z,0,Loved the video 💯,1
@mikkol3,2024-05-06T21:54:18Z,2024-05-06T21:54:18Z,22,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=6205"">1:43:25</a> Man, just from the sound of your breathing I exactly know what you’re going through here. Thanks for being so open about this and showing how bad it can be. Glad you’re doing well now.",1
@wasifalitauqeer2115,2024-05-06T21:51:25Z,2024-05-06T21:51:25Z,1,For God’s sake. Put vik on a good team for once 😂<br>My man has had enough bad team experiences he deserves to be on good team for indefinite future.,1
@DilliPicklePlays,2024-05-06T21:50:18Z,2024-05-06T21:50:18Z,1,5 v 1 sidmen vs jinxy in R6,0
@muhammadfitri3163,2024-05-06T21:50:14Z,2024-05-06T21:50:14Z,3,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=1225"">20:25</a> mums joke are the best🤣",0
@finleypdoherty,2024-05-06T21:50:09Z,2024-05-06T21:50:09Z,0,The good old Bedford didn&#39;t falter once even after being abused at the dirt track,1
@blehblet,2024-05-06T21:49:19Z,2024-05-06T21:49:19Z,0,Bro I almost spat my protein shake out my goddam nose when JJ said &quot;so we wanked off the galaxy&quot;. What a line.,0
@danielmadsen3245,2024-05-06T21:47:48Z,2024-05-06T21:47:48Z,0,Very nicee,1
@outlawpanda,2024-05-06T21:44:31Z,2024-05-06T21:44:31Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4960"">1:22:40</a> the drawer behind Simone just opening and closing is jokes to me",-1
@Db_Jwam,2024-05-06T21:44:10Z,2024-05-06T21:44:10Z,0,Beta squad same video,0
@maxgames7316,2024-05-06T21:41:12Z,2024-05-06T21:41:12Z,0,"“African cheaks” 🤣 <a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=815"">13:35</a>",0
@kingzeesh64,2024-05-06T21:39:36Z,2024-05-06T21:39:36Z,0,10/10 🐐 video,0
@maxgames7316,2024-05-06T21:39:30Z,2024-05-06T21:39:30Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=718"">11:58</a> watch tobi’s face drop 🤣",0
@Mads_b08,2024-05-06T21:38:58Z,2024-05-06T21:38:58Z,0,I live in Cornwall was nice to see the sidemen down where I’ve grown up now all we need is a sides 🫣,1
@maximuschung2076,2024-05-06T21:35:39Z,2024-05-06T21:35:39Z,0,"Vil: hahah, in Greek it says knob lizard. Those little chuckles can make the day so much better",1
@asmiiiiiiii,2024-05-06T21:34:54Z,2024-05-06T21:34:54Z,0,"how had this video went from milking cows, to simon flying a legit plane to then ethan ending up in hospital omL. hope ethan is doing okay &lt;3",1
@The.Racer.41,2024-05-06T21:31:59Z,2024-05-06T21:31:59Z,0,"Mendips raceway is my local track, I race there all the time. I also tow my racecar up there on a Bedford CF1!",0
@ToxoTheShooter,2024-05-06T21:30:10Z,2024-05-06T21:30:10Z,0,Josh Bruckin it For The Bros at  64:16,0
@aodanwatson8209,2024-05-06T21:30:02Z,2024-05-06T21:30:02Z,0,Hair down JJ is a look for him tbf,-1
@user-es9qg9wu2q,2024-05-06T21:29:28Z,2024-05-06T21:29:28Z,0,Zerkaa can driveee fr,0
@emmanuel3303,2024-05-06T21:29:00Z,2024-05-06T21:29:00Z,0,Seeing ethan like this was heartbreaking to watch felt like I was watching old ethan hope God looks after him and his family.,1
@tremma8146,2024-05-06T21:23:14Z,2024-05-06T21:23:14Z,0,Jj let his intrusive thoughts win too much in that petrol station 😭,1
@LcfcJayy,2024-05-06T21:22:51Z,2024-05-06T21:22:51Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=76"">1:16</a> Simons humor is so underrated sometimes 😂😂",0
@wo0dy,2024-05-06T21:22:12Z,2024-05-06T21:22:12Z,0,Imagine being over 30 dumping fuel on the ground pretending to be dumb for &#39;content&#39;,-1
@jalajmishra,2024-05-06T21:20:45Z,2024-05-06T21:20:45Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=2304"">38:24</a> why does it look like Ethan has been edited into that frame 😂",0
@MtFuji2000,2024-05-06T21:18:59Z,2024-05-06T21:18:59Z,0,A real banger ❤,1
@kartiksharma206,2024-05-06T21:17:20Z,2024-05-06T21:17:20Z,0,Eathan👊🏻🙌🏻,0
@AliceG.Coburn,2024-05-06T21:16:51Z,2024-05-06T21:16:51Z,273,"Harry’s the WORST friend to have when something bad is happening, Ethan not being able to breathe, Harry: yeah he’s gonna die",-1
@jordanhitchcock324,2024-05-06T21:13:51Z,2024-05-06T21:15:16Z,2,Why Vik always act like he&#39;s sick every sidemen video,-1
@xx-dg1xi,2024-05-06T21:12:43Z,2024-05-06T21:12:43Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=580"">9:40</a>",0
@anthonyz258,2024-05-06T21:12:32Z,2024-05-06T21:12:32Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=1220"">20:20</a><br>Simon:If your Mom was here we would’ve taken them all off in one” 😭😭😂",0
@stonespartan1706,2024-05-06T21:11:00Z,2024-05-06T21:11:00Z,0,Think I’m in love with toff her vibe is unreal,1
@camerontraynor8378,2024-05-06T21:08:36Z,2024-05-06T21:08:36Z,0,Such a great watch this ! We want Ethan to host more - you should make this into a mini series travel Europe or Asia or around the UK great content,1
@user-hg3vz8uk4f,2024-05-06T21:08:00Z,2024-05-06T21:08:00Z,0,ksis face when harold trying to piss in a sink lmao,1
@TeoXoL,2024-05-06T21:07:26Z,2024-05-06T21:07:26Z,1,12.28 just a millionaire trying to fart in another millionaires face🤣🤣🤣🤣,0
@redzonedevil2403,2024-05-06T21:04:20Z,2024-05-06T21:04:20Z,0,&#39;&#39;well if it cheers you up we just milked a cow&#39;&#39; ahahaha harry is too funny at the worst times too.,-1
@Jordygetts,2024-05-06T21:01:58Z,2024-05-06T21:01:58Z,0,Vik never gets the good team,1
@meadow.aaliyah,2024-05-06T20:58:38Z,2024-05-06T20:58:38Z,0,Ethan&#39;s a good human. ❤,1
@jacksmithbees777,2024-05-06T20:56:17Z,2024-05-06T20:56:17Z,1,vikks headache and cant be arsedaritus really got overshadowed by ehtan actually nearly dying,1
@light2666,2024-05-06T20:56:01Z,2024-05-06T20:56:01Z,0,Most wholesome video in a while,1
@DillonLadhams,2024-05-06T20:55:49Z,2024-05-06T20:55:49Z,2,actually insta cried at the end at the in memorial of ethan fml you cant do that.. 😂,0
@LLamatoe22,2024-05-06T20:55:48Z,2024-05-06T20:55:48Z,0,"Anyone else hear the Non Stop Pop radio from GTA at <a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=2828"">47:08</a>",0
@HarrySmith-iy5us,2024-05-06T20:52:23Z,2024-05-06T20:52:23Z,0,Defend the coast from the refugees,0
@blessyouchild2174,2024-05-06T20:51:49Z,2024-05-06T20:51:49Z,0,a,0
@joshaub6448,2024-05-06T20:50:24Z,2024-05-06T20:50:24Z,1,I love the comentator behzinga,1
@alexgooovib2129,2024-05-06T20:50:20Z,2024-05-06T20:50:20Z,0,No shot yall really made bacon sandwiches😭,1
@connorhussey3478,2024-05-06T20:49:22Z,2024-05-06T20:49:22Z,0,“I was drifting off then I felt African cheeks in my face” <br>This is the quote of 2024 🫡🤣,0
@acid_TV,2024-05-06T20:47:18Z,2024-05-06T20:47:18Z,0,Simon being open to just experience stuff when everyone else is saying no is goated.,0
@ryleylund1556,2024-05-06T20:43:41Z,2024-05-06T20:43:41Z,0,I don’t like when the teams switch I need no hope for the bad team,-1
@ventsislavstoyanov8290,2024-05-06T20:42:27Z,2024-05-06T20:42:27Z,0,Bravo Ethan. Great vid,1
@ghulammustafa-zb9ig,2024-05-06T20:41:07Z,2024-05-06T20:41:07Z,0,Ethan you are A G. TOP G Mate! Wish you good health. Best Host Ever!,1
@gethinjames1890,2024-05-06T20:40:14Z,2024-05-06T20:40:14Z,0,Love the behz commentry,1
@mddsddsdshs6397,2024-05-06T20:40:04Z,2024-05-06T20:40:04Z,0,"I went to a campervan festival recently, paid to live like the bad team. Love being not rich and not in London",-1
@isaacfoot4613,2024-05-06T20:39:24Z,2024-05-06T20:39:24Z,0,good good,1
@Emarq31,2024-05-06T20:38:37Z,2024-05-06T20:38:37Z,1,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=2747"">45:47</a> What in the hell is Harry doing to his sandwich? 😂😂😂",0
@neva9244,2024-05-06T20:36:34Z,2024-05-06T20:36:34Z,0,"behz appreciation comment! this was a banging video, the vibes were incredible, hope you&#39;re doing well ethan!",1
@user-yo6zc8cy6y,2024-05-06T20:36:05Z,2024-05-06T20:36:05Z,3,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=6367"">1:46:07</a> is tobi muslim I searched it up he is a Christian",0
@maliquesimpson6955,2024-05-06T20:35:50Z,2024-05-06T20:35:50Z,0,"As a person with asthma, I could tell Ethan need to go to the hospital by his breathing at the gas station.",0
@Rasmus..,2024-05-06T20:35:40Z,2024-05-06T20:35:40Z,0,hi simon just wanted to ask where u bought that jacket,0
@mddsddsdshs6397,2024-05-06T20:35:38Z,2024-05-06T20:35:38Z,2,Seeing kon being involved in the content while being the camera man is kinda cool. YouTubers have built brands around themselves like you know prime from ksi but you know Jeff bezos from Amazon it’s the other way around. Kons doing the same thing but as a production company he’s not this big ceo but he’s still a YouTuber who’s using himself as his brand for business. It’s a new wave of billionaires I’m telling you,1
@roberthastings7938,2024-05-06T20:34:45Z,2024-05-06T20:34:45Z,0,If ethan justed chucked the bacon baps on the floor would of been funny as,1
@jamiesmithson8410,2024-05-06T20:33:58Z,2024-05-06T20:33:58Z,0,how come nobodies saying just how weird Josh was whilst simon was flying.....it was creepy actually.,-1
@thestraymrjay,2024-05-06T20:33:35Z,2024-05-06T20:33:35Z,0,The moment Freya reacts to this Josh is gonna be heald to his words😂😂,0
@jaedenmanoj7465,2024-05-06T20:33:24Z,2024-05-06T20:33:24Z,0,They forgot the <b>GONE WRONG</b>,0
@Rolio-rg5wy,2024-05-06T20:32:43Z,2024-05-06T20:32:43Z,0,I didn&#39;t know Ethan is asmatic,0
@FilipMoe,2024-05-06T20:31:22Z,2024-05-06T20:31:22Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=716"">11:56</a> Tobys reaction",0
@ReubenWIN,2024-05-06T20:29:45Z,2024-05-06T20:29:45Z,0,VIDEO,0
@ReubenWIN,2024-05-06T20:29:39Z,2024-05-06T20:29:39Z,0,Video,0
@ReubenWIN,2024-05-06T20:29:28Z,2024-05-06T20:29:28Z,0,GREAT VIDOE ❤❤❤❤ VIDOE,1
@leandrozeppieri8526,2024-05-06T20:28:38Z,2024-05-06T20:28:38Z,0,How KSI is always on the Good side,1
@thestraymrjay,2024-05-06T20:28:36Z,2024-05-06T20:28:36Z,0,Behzinga has done this so well best road trip host,1
@Bread-ki2kb,2024-05-06T20:28:27Z,2024-05-06T20:28:27Z,0,"Thankyou Bez!! Great video, hope your okay",1
@liamj330,2024-05-06T20:27:27Z,2024-05-06T20:27:27Z,0,How tobi looks at Harry though mirror when Harry&#39;s taking a piss 😂😂😂😅😅,0
@gethinjames1890,2024-05-06T20:27:24Z,2024-05-06T20:27:24Z,2,Why’s Ethan suddenly got asthma,0
@s1ndr0m61,2024-05-06T20:26:39Z,2024-05-06T20:26:39Z,0,"I&#39;m rarely writing something in comments, but this was a great video. Best video I&#39;ve seen in about a month. Congratulations on your great work, guys",1
